8376;15952;100
23801;46002;200
82130;161863;300
191054;378908;400
211095;418190;500
109768;214739;600
412940;820283;700
632860;1259320;800
508183;1009169;900
374185;740373;1000
773351;1537902;1100
1085121;2160642;1200
507328;1004259;1300
954961;1898728;1400
2477768;4943539;1500
2878732;5744664;1600
1284423;2555249;1700
888215;1762033;1800
3513708;7012216;1900
4813487;9610977;2000
1369729;2722661;2100
1677360;3337123;2200
6261865;12505336;2300
3676502;7333810;2400
3579707;7139417;2500
7581673;15142552;2600
2464774;4907954;2700
3437365;6852333;2800
4978315;9933439;2900
6375070;12726143;3000
10770933;21517072;3100
10753340;21481086;3200
5107495;10188593;3300
12392515;24757833;3400
9176431;18324865;3500
9647028;19265262;3600
10293510;20557426;3700
17092225;34154059;3800
12960065;25888939;3900
10747589;21463184;4000
5652704;11272614;4100
15701490;31369389;4200
15818995;31603599;4300
13626827;27218460;4400
15384902;30733813;4500
25427107;50817420;4600
17371044;34704494;4700
27734886;55431375;4800
12523377;25007563;4900
11221603;22403209;5000
12186052;24331307;5100
16656561;33271525;5200
18272835;36503276;5300
19059299;38075404;5400
19686611;39329228;5500
12107782;24170767;5600
16976351;33907111;5700
24296282;48546170;5800
11752624;23458054;5900
23064247;46080506;6000
19373874;38698954;6100
36549204;73048814;6200
40770866;81491335;6300
20850395;41649596;6400
19923112;39794233;6500
25880604;51708411;6600
50279087;100504583;6700
18601666;37148938;6800
15073254;30091314;6900
35569614;71083234;7000
61249534;122442274;7100
51654705;103251819;7200
33296578;66534768;7300
14823266;29587335;7400
52048315;104036636;7500
47253293;94445792;7600
16470682;32879770;7700
64597945;129133496;7800
61550114;123037034;7900
44576204;89088417;8000
65588658;131112522;8100
65500060;130934529;8200
72244840;144423283;8300
68820792;137574396;8400
36708695;73349393;8500
60899070;121729343;8600
38887805;77706016;8700
92408365;184746339;8800
40628568;81185945;8900
96623335;193174679;9000
29626472;59180153;9100
79622118;159170639;9200
79810448;159546505;9300
73471827;146868460;9400
107987606;215899215;9500
111290156;222503521;9600
54817404;109557217;9700
33087478;66096565;9800
106770630;213462072;9900
95013618;189947248;10000
102481105;204881413;10100
55502650;110923703;10200
64649243;129216092;10300
72591735;145100282;10400
29254631;58425274;10500
137701030;275317269;10600
76882818;153680042;10700
29910695;59735002;10800
105805274;211523357;10900
80399816;160711635;11000
78079984;156071180;11100
79198770;158307946;11200
50891638;101692885;11300
103038790;205986392;11400
99239442;198386890;11500
148416332;296739873;11600
164786592;329479590;11700
108865638;217636885;11800
171724699;343354207;11900
111963677;223831360;12000
46332559;92568330;12100
39409351;78721111;12200
137005964;273913537;12300
70667670;141236146;12400
73674593;147249198;12500
94937084;189773374;12600
50837625;101573656;12700
58857839;117613281;12800
205274315;410445439;12900
97952256;195800524;13000
82797165;165489542;13100
174860287;349614980;13200
83547417;166988440;13300
100698873;201290552;13400
160284575;320461153;13500
115259427;230410060;13600
167420754;334731923;13700
68410052;136709713;13800
72207045;144302896;13900
185746209;371380430;14000
90532278;180951765;14100
146593866;293074135;14200
61104914;122095434;14300
92016506;183917818;14400
218294131;436472274;14500
182993407;365870023;14600
258166255;516214919;14700
270357659;540596927;14800
79568192;159017196;14900
223193622;446267256;15000
231776427;463432063;15100
272644323;545167052;15200
211694018;423265642;15300
228801417;457479640;15400
205586831;411049668;15500
216904658;433684522;15600
288816186;577506781;15700
224930028;449733668;15800
246875741;493624291;15900
231183816;462239644;16000
225158683;450188572;16100
120926372;241723150;16200
252778459;505426530;16300
90673928;181216659;16400
134700942;269269887;16500
117383563;234634338;16600
197388725;394643853;16700
230253475;460372556;16800
259824578;519513965;16900
299113226;598090461;17000
93316112;186495433;17100
284217620;568297646;17200
315412974;630687560;17300
272328141;544517091;17400
90348983;180557969;17500
350690382;701239967;17600
235286454;470431314;17700
93993661;187844931;17800
364044807;727946420;17900
205904855;411665719;18000
377139371;754133948;18100
151659562;303173530;18200
176786368;353426345;18300
129609967;259072743;18400
106791995;213435999;18500
268685986;537223184;18600
99498340;198847092;18700
115598581;231046771;18800
107741986;215332781;18900
199533992;398915999;19000
342708989;685265184;19100
276453950;552754309;19200
243980743;487807095;19300
191287983;382420772;19400
139160108;278164222;19500
416028422;831900056;19600
228692416;457227238;19700
167743873;335329352;19800
114013486;227867775;19900
412660261;825160528;20000
110434025;220707259;20100
312152118;624142642;20200
138673908;277185422;20300
126558076;252952961;20400
135342964;270521937;20500
497781305;995397813;20600
261416988;522668388;20700
280695799;561225207;20800
177596824;355026460;20900
116769699;233371410;21000
445357677;890546557;21100
358342257;716514923;21200
496569786;992969178;21300
388242815;776314436;21400
325599553;651027121;21500
126758322;253343862;21600
193668094;387162591;21700
193358405;386542416;21800
170294049;340412910;21900
594741666;1189307341;22000
473278932;946381070;22100
198122228;396066868;22200
223258375;446338353;22300
602376596;1204574001;22400
350017247;699854500;22500
596590386;1192999981;22600
463635132;927088673;22700
294177369;588172341;22800
574828139;1149473087;22900
195743809;391303621;23000
360560288;720935785;23100
593166606;1186147624;23200
375915937;751645480;23300
575881816;1151576435;23400
629742528;1259297068;23500
336580766;672972744;23600
158333099;316476604;23700
618351327;1236512263;23800
157453792;314716402;23900
224650059;449108127;24000
597347059;1194501324;24100
539172946;1078152298;24200
287469163;574743932;24300
554543668;1108892145;24400
306177558;612159125;24500
220866836;441536884;24600
236615298;473033002;24700
630106955;1260015516;24800
541208731;1082218268;24900
555722977;1111245963;25000
760092808;1519984825;25100
250776128;501350668;25200
721277494;1442352594;25300
322326447;644449700;25400
770000020;1539796043;25500
